arrondissement,nb_pieces,nb_chambres,surface,prix,lien,prix_mc
9,2,1,25,310000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432600685,12400.0
9,1,1,9,145000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r431202030,16111.111111111111
9,4,2,85,950000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432502541,11176.470588235294
9,3,2,60,795000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432501387,13250.0
9,2,1,63,900000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432501577,14285.714285714286
9,5,3,113,1290000,https://www.pap.fr/annonces/appartement-paris-9e-r429200770,11415.929203539823
9,4,2,98,1550000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432500318,15816.326530612245
9,1,0,31,440000,https://www.pap.fr/annonces/appartement-paris-9e-r432500787,14193.548387096775
9,5,2,106,1415000,https://www.pap.fr/annonces/appartement-paris-9e-r424600405,13349.056603773584
9,2,1,45,580000,https://www.pap.fr/annonces/appartement-paris-9e-r431000095,12888.888888888889
9,3,2,62,820000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r431102003,13225.806451612903
9,4,3,116,1740000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432200147,15000.0
9,1,0,25,349000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r431200926,13960.0
9,4,3,83,1150000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432301801,13855.421686746988
9,4,2,96,1215000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432301272,12656.25
9,1,0,27,375000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432100007,13888.888888888889
9,1,0,16,199000,https://www.pap.fr/annonces/appartement-paris-9e-75009-r431900503,12437.5
9,6,4,130,2080000,https://www.pap.fr/annonces/appartement-paris-9e-r430701015,16000.0
8,3,1,72,1390000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432502089,19305.555555555555
8,2,1,56,750000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432100701,13392.857142857143
8,2,1,40,490000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r431301705,12250.0
8,5,3,160,2660000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432700919,16625.0
8,3,2,85,1700000,https://www.pap.fr/annonces/appartement-paris-8e-r428700398,20000.0
8,1,1,8,109800,https://www.pap.fr/annonces/appartement-paris-8e-r429101214,13725.0
8,3,2,96,1340000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432101208,13958.333333333334
8,2,1,53,995000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r429901454,18773.584905660377
8,2,1,56,900000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432101051,16071.42857142857
8,1,1,8,150000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432600891,18750.0
8,2,1,50,715000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432600955,14300.0
8,1,1,10,145000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432400563,14500.0
8,1,0,38,430000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r430501812,11315.78947368421
8,1,0,9,210000,https://www.pap.fr/annonces/appartement-paris-8e-r428200193,23333.333333333332
8,2,1,28,420000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432401714,15000.0
8,2,1,50,795000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r431101919,15900.0
8,4,3,67,1280000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r431102059,19104.4776119403
8,1,0,8,180000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r430600397,22500.0
8,4,2,105,1460000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432400093,13904.761904761905
8,5,3,155,2390000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432301174,15419.354838709678
8,4,2,95,1290000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432300686,13578.947368421053
8,1,1,7,90000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r432300289,12857.142857142857
8,1,0,6,49000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r431900488,8166.666666666667
8,1,0,27,425000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r431300033,15740.74074074074
8,2,1,46,750000,https://www.pap.fr/annonces/appartement-paris-8e-75008-r431200807,16304.347826086956
10,4,2,77,815000,https://www.pap.fr/annonces/appartement-paris-10e-75010-r432502269,10584.415584415585
10,3,2,63,710000,https://www.pap.fr/annonces/appartement-paris-10e-75010-r432502177,11269.84126984127
10,4,3,87,875000,https://www.pap.fr/annonces/appartement-paris-10e-75010-r431201950,10057.471264367816
11,3,2,76,990000,https://www.pap.fr/annonces/appartement-paris-11e-r429200458,13026.315789473685
11,1,0,30,315000,https://www.pap.fr/annonces/appartement-paris-11e-r429001283,10500.0
11,3,2,69,850000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432700800,12318.840579710144
11,3,2,79,818000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432701792,10354.430379746835
11,3,2,55,639000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432701112,11618.181818181818
11,2,1,38,430000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432500845,11315.78947368421
11,2,1,25,318000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432201684,12720.0
11,4,3,99,1199000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432701031,12111.111111111111
11,3,2,94,1034000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432602982,11000.0
11,2,1,46,590000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432700154,12826.08695652174
11,4,2,90,1100000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r431202550,12222.222222222223
11,2,1,48,530000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r430800377,11041.666666666666
11,2,1,50,745000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432201123,14900.0
11,3,2,55,750000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432502359,13636.363636363636
11,1,1,17,215000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432502644,12647.058823529413
11,3,2,60,698000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432602209,11633.333333333334
11,2,1,38,465000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r431300688,12236.842105263158
11,4,3,77,974000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432101270,12649.35064935065
11,1,0,26,290000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432601133,11153.846153846154
11,3,2,88,1105000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432100913,12556.818181818182
11,1,0,15,210000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432502685,14000.0
11,2,1,37,479000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432502829,12945.945945945947
11,3,2,49,570000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432502891,11632.65306122449
11,1,0,31,340000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432501618,10967.741935483871
11,3,2,63,728000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432501650,11555.555555555555
11,2,1,27,350000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432501794,12962.962962962964
11,3,2,50,570000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432501494,11400.0
11,2,1,38,465000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432500477,12236.842105263158
11,2,1,48,518000,https://www.pap.fr/annonces/appartement-paris-11e-r428501197,10791.666666666666
11,3,2,45,506000,https://www.pap.fr/annonces/appartement-paris-11e-r428700993,11244.444444444445
11,1,0,46,460000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432300382,10000.0
11,2,1,38,465000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432401937,12236.842105263158
11,1,0,19,235000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432500294,12368.421052631578
11,1,0,11,150000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432400868,13636.363636363636
11,3,2,63,750000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432400819,11904.761904761905
11,3,2,69,775000,https://www.pap.fr/annonces/appartement-paris-11e-r193011724,11231.884057971014
11,3,2,84,1050000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432301983,12500.0
11,3,2,71,870000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432301273,12253.521126760563
11,1,0,28,378000,https://www.pap.fr/annonces/appartement-paris-11e-r430900448,13500.0
11,5,4,131,1200000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432000695,9160.30534351145
11,2,1,28,298000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r432000015,10642.857142857143
11,3,2,71,850000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r431900735,11971.830985915492
11,1,1,10,90000,https://www.pap.fr/annonces/appartement-paris-11e-75011-r431500375,9000.0
12,3,2,55,560000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432301702,10181.818181818182
12,3,2,83,870000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r430701403,10481.927710843374
12,6,4,150,1580000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432501978,10533.333333333334
12,8,4,172,2430000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432701682,14127.906976744185
12,2,1,32,355000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432502642,11093.75
12,2,1,36,460000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432700366,12777.777777777777
12,1,0,29,345000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432701493,11896.551724137931
12,3,2,50,498000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432701508,9960.0
12,2,1,43,470000,https://www.pap.fr/annonces/appartement-paris-12e-r432701554,10930.232558139534
12,7,5,150,2300000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432701597,15333.333333333334
12,2,1,40,460000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432501389,11500.0
12,2,1,44,535000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432400476,12159.09090909091
12,6,5,148,1700000,https://www.pap.fr/annonces/appartement-paris-12e-r432500030,11486.486486486487
12,2,1,29,350000,https://www.pap.fr/annonces/appartement-paris-12e-r432700652,12068.965517241379
12,6,3,156,1850000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432502936,11858.97435897436
12,2,1,24,299000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r431202176,12458.333333333334
12,10,7,225,3500000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432603083,15555.555555555555
12,4,3,87,990000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432603101,11379.310344827587
12,2,1,35,387000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r430601748,11057.142857142857
12,5,3,122,1390000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432602279,11393.442622950819
12,2,1,41,415000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r431300759,10121.951219512195
12,1,8,9,90000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r430801376,10000.0
12,2,1,42,480000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432502038,11428.57142857143
12,5,3,87,798000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432502793,9172.413793103447
12,3,1,43,500000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432501630,11627.906976744185
12,1,1,8,95000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r430000591,11875.0
12,1,0,24,300000,https://www.pap.fr/annonces/appartement-paris-12e-r432501267,12500.0
12,1,0,20,275000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432401505,13750.0
12,2,1,33,350000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432402200,10606.060606060606
12,3,2,76,770000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r432000349,10131.578947368422
12,1,0,11,137000,https://www.pap.fr/annonces/appartement-paris-12e-75012-r431800269,12454.545454545454
13,1,0,35,375000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r431101572,10714.285714285714
13,1,0,22,278000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r431001220,12636.363636363636
13,3,2,91,829000,https://www.pap.fr/annonces/appartement-paris-13e-r425701457,9109.89010989011
13,2,1,41,414000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r431301391,10097.560975609756
13,3,2,84,672000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432201003,8000.0
13,3,2,62,410000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432701652,6612.903225806452
13,1,0,34,345000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432601219,10147.058823529413
13,2,1,35,380000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432501148,10857.142857142857
13,3,2,43,485000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r430000432,11279.06976744186
13,2,1,27,320000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r431100696,11851.851851851852
13,3,2,32,395000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432200298,12343.75
13,2,1,55,560000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432700166,10181.818181818182
13,1,0,20,267000,https://www.pap.fr/annonces/appartement-paris-13e-r432700986,13350.0
13,2,1,41,360000,https://www.pap.fr/annonces/appartement-paris-13e-r428400237,8780.487804878048
13,3,2,55,495000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432200277,9000.0
13,2,1,41,350000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432602490,8536.585365853658
13,4,3,84,604800,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432700690,7200.0
13,4,2,82,700000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432200041,8536.585365853658
13,5,3,111,1212000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432201968,10918.918918918918
13,2,1,48,490000,https://www.pap.fr/annonces/appartement-paris-13e-75013-place-d-italie-r431102083,10208.333333333334
13,3,2,63,585000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432602448,9285.714285714286
13,2,1,30,396000,https://www.pap.fr/annonces/appartement-paris-13e-r432601726,13200.0
13,4,3,89,965000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432101066,10842.696629213484
13,5,3,110,1185000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432601212,10772.727272727272
13,2,1,39,475000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432600006,12179.48717948718
13,2,1,31,360000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432600595,11612.90322580645
13,1,0,35,370000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432500809,10571.42857142857
13,3,2,72,854000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432100897,11861.111111111111
13,3,2,48,640000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432502871,13333.333333333334
13,3,1,40,370000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432501711,9250.0
13,4,3,96,945000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r430400382,9843.75
13,2,1,36,345000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432400470,9583.333333333334
13,1,0,32,360000,https://www.pap.fr/annonces/appartement-paris-13e-r432401255,11250.0
13,3,2,50,565000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432400805,11300.0
13,2,1,40,455000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r431001279,11375.0
13,1,0,18,350000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432201200,19444.444444444445
13,1,0,25,329000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r432000383,13160.0
13,2,1,36,399000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r431300953,11083.333333333334
13,4,3,89,645000,https://www.pap.fr/annonces/appartement-paris-13e-75013-r430601962,7247.191011235955
14,3,2,71,770000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432301760,10845.070422535211
14,4,3,89,1080000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432602307,12134.831460674157
14,2,1,46,535000,https://www.pap.fr/annonces/appartement-paris-14e-r430600469,11630.434782608696
14,1,0,14,189500,https://www.pap.fr/annonces/appartement-paris-14e-r428900589,13535.714285714286
14,6,4,168,1750000,https://www.pap.fr/annonces/appartement-paris-14e-r432401417,10416.666666666666
14,6,3,162,1850000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432501906,11419.753086419752
14,3,1,52,675000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432300307,12980.76923076923
14,3,2,76,660000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432701835,8684.21052631579
14,4,3,84,1050000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432701968,12500.0
14,2,1,39,498000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432501773,12769.23076923077
14,3,2,60,597000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432300241,9950.0
14,2,1,44,525000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r431001225,11931.818181818182
14,3,2,68,775000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432701630,11397.058823529413
14,2,1,43,550000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r431100987,12790.697674418605
14,3,2,60,725000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r430100422,12083.333333333334
14,5,3,96,1200000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r431301020,12500.0
14,1,1,8,90000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432602990,11250.0
14,2,1,36,455000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432700942,12638.888888888889
14,1,0,30,350000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432701226,11666.666666666666
14,3,2,61,650000,https://www.pap.fr/annonces/appartement-paris-14e-r427800027,10655.737704918032
14,2,1,45,445000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432600330,9888.888888888889
14,4,3,80,795000,https://www.pap.fr/annonces/appartement-paris-14e-r426300275,9937.5
14,1,0,30,370000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432201302,12333.333333333334
14,1,0,34,435000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432602980,12794.117647058823
14,3,2,58,760000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432603072,13103.448275862069
14,4,2,104,1250000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432700072,12019.23076923077
14,2,1,42,450000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432700350,10714.285714285714
14,3,2,66,725000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r430401949,10984.848484848484
14,1,0,26,350000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432602759,13461.538461538461
14,2,1,35,400000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432601926,11428.57142857143
14,4,3,84,1100000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432601171,13095.238095238095
14,2,1,43,478000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r430901414,11116.279069767443
14,5,3,94,1100000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432600255,11702.127659574468
14,3,2,73,750000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432600719,10273.972602739726
14,3,2,76,890000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432502652,11710.526315789473
14,7,5,210,1890000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432500014,9000.0
14,5,3,90,1125000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432401886,12500.0
14,1,0,26,312000,https://www.pap.fr/annonces/appartement-paris-14e-r430601830,12000.0
14,2,1,30,435000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r430801025,14500.0
14,5,3,113,1380000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432302386,12212.389380530973
14,2,1,44,585000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432301463,13295.454545454546
14,4,2,81,920000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432301933,11358.024691358025
14,3,2,67,750000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r432000588,11194.029850746268
14,2,1,39,460000,https://www.pap.fr/annonces/appartement-paris-14e-75014-r431900615,11794.871794871795
15,5,3,153,2130000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r432402100,13921.56862745098
15,1,1,26,350000,https://www.pap.fr/annonces/appartement-paris-15e-r423201234,13461.538461538461
15,2,1,39,515000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r432402041,13205.128205128205
15,3,2,67,668000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r431001285,9970.149253731342
15,4,2,85,890000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r432100989,10470.588235294117
15,3,2,57,529000,https://www.pap.fr/annonces/appartement-paris-15e-r427401348,9280.701754385966
15,4,2,98,975000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r429401237,9948.979591836734
15,2,1,35,465000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r432701111,13285.714285714286
15,3,2,63,650000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r432701733,10317.460317460318
15,1,0,31,420000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r430501013,13548.387096774193
15,5,3,138,1980000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r431301187,14347.826086956522
15,3,2,78,770000,https://www.pap.fr/annonces/appartement-paris-15e-ac-r426800246,9871.794871794871
15,2,1,16,195000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r432601412,12187.5
15,2,1,53,715000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r432201110,13490.566037735849
15,5,3,116,1470000,https://www.pap.fr/annonces/appartement-paris-15e-75015-r432701365,12672.413793103447
15,6,4,122,1690000,https://www.pap.fr/annonces/appartement-paris-15e-r426501110,13852.459016393443
